,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
19,-0.0037,0.0001,0.5512048192770971,0.21953346413777874,0.3879135719108713,1.0,0.7987117552334918,0.2272727272729152,0.1084537377725927,0.22023809523809376,0.7206823027718631,0.2058823529410388,0.1536278253689776,0.3697575990765673,0.3333333333333333,0.6899224806201559,0.7288041977354313,0
23,-0.001,0.0003,0.3524096385542113,0.43143666884673887,0.2795408507765014,1.0,0.5861513687600695,0.33333333333310367,0.09885129677824911,0.35119047619047405,0.7334754797441331,0.2205882352943045,0.1751470740014478,0.24701808387841317,0.3333333333333333,0.6666666666666666,0.6564484948909102,0
38,-0.003,-0.0001,0.24096385542167767,0.26531502071070506,0.3112761647535458,1.0,0.6634460547504115,0.18181818181805653,0.134748272458048,0.16071428571428337,0.7547974413646072,0.2500000000001672,0.16446485705439592,0.3428241631396698,0.3333333333333333,0.434108527131785,0.6568627450980392,0
45,0.0003,0.0001,0.3674698795180533,0.3760627861347276,0.3210668467251853,1.0,0.6296296296296323,0.2424242424240754,0.17342726375302672,0.2083333333333342,0.7100213219616139,0.29411764705862686,0.14846733409020785,0.2801077337437509,0.4166666666666667,0.6124031007751936,0.6632145816072906,0
88,0.0008,-0.0001,0.31024096385541944,0.2984521473730111,0.33710330857528736,1.0,0.6537842190016097,0.2272727272729152,0.15036345687875854,0.3630952380952378,0.6098081023454022,0.29411764705862686,0.18170089792548294,0.4771065794536381,0.3333333333333333,0.6279069767441883,0.6001104667218997,0
94,0.0019,0.0003,0.4969879518072316,0.1430128624373213,0.470121539500336,1.0,0.6537842190016097,0.18181818181805653,0.1216907475545218,0.3154761904761912,0.6886993603411397,0.2058823529410388,0.16353596862421588,0.510196229318969,0.5,0.48062015503875805,0.5974868820767704,0
142,-0.0005,-0.0003,0.46987951807228173,0.4809243514279461,0.3706954760297102,1.0,0.6070853462157856,0.34848484848495287,0.12967782464327182,0.3988095238095249,0.4882729211087404,0.3382352941177552,0.1386624006605472,0.45017314351674054,0.4166666666666667,0.5038759689922473,0.46437448218723826,0
185,0.0027,-0.0003,0.692771084337349,0.5258338783518652,0.7435854152599586,1.0,0.4380032206119261,0.4696969696969906,0.1329982948936604,0.7559523809523787,0.29637526652452106,0.5441176470587941,0.12132314996387784,0.7610619469026582,0.75,0.25581395348837094,0.2239712786523041,0
187,-0.0067,0.0003,0.7650602409638592,0.6832352299978214,0.6841661039837942,1.0,0.33655394524960675,0.6212121212120377,0.07260163331239455,0.6845238095238088,0.23454157782514348,0.5147058823529314,0.09159872019816298,0.753366679492113,0.6666666666666666,0.2868217054263548,0.08920187793427048,0
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,1
194,0.0018,0.0003,0.10240963855419417,0.3767168083714831,0.28207292370020315,0.0,0.8518518518518566,0.21212121212106597,0.14587633491878368,0.22023809523809376,0.8294243070362549,0.1617647058819104,0.20972236556920415,0.21277414390150362,0.25,0.7519379844961237,0.7329466998066825,0
221,0.0012,0.0,0.17168674698793593,0.42031829082188626,0.21640783254557622,1.0,0.7681159420289921,0.1212121212120377,0.13044063537646788,0.2083333333333342,0.7974413646055315,0.1764705882351761,0.1893384250180646,0.3620623316660291,0.25,0.744186046511629,0.6963545981772953,0
233,0.0016,0.0005,0.31927710843372464,0.17811205580989867,0.16677920324105516,1.0,0.6650563607085421,0.10606060606018848,0.11051781387418538,0.17261904761904714,0.8912579957356083,0.1764705882351761,0.18247497161730122,0.07695267410543036,0.3333333333333333,0.7286821705426344,0.7855564761115708,0
248,-0.0003,-0.0001,0.3885542168674664,0.28537170263789213,0.1244091829844681,1.0,0.6473429951690872,0.2272727272729152,0.13968410661402197,0.1904761904761907,0.701492537313434,0.11764705882345074,0.19062854783775704,0.29203539823009134,0.25,0.8449612403100752,0.7735432201049413,0
259,0.0008,0.0001,0.3885542168674664,0.1334205362982364,0.28730587440918265,1.0,0.6795491143317359,0.10606060606018848,0.147536570043978,0.18452380952380668,0.7484008528784724,0.1764705882351761,0.19511817525028616,0.343208926510196,0.3333333333333333,0.6434108527131774,0.7089201877934236,0
317,0.0006,0.0005,0.2590361445783223,0.35775016350556005,0.3571910871033099,1.0,0.6731078904991952,0.09090909090902827,0.15861976128511296,0.2559523809523808,0.695095948827299,0.1617647058819104,0.18964805449478817,0.38245479030396706,0.3333333333333333,0.5968992248061988,0.6420878210439106,0
339,0.0018,0.0004,0.43373493975902666,0.2934379768912143,0.2709318028359209,1.0,0.7198067632850375,0.18181818181805653,0.1519339495647514,0.2738095238095244,0.8272921108742098,0.26470588235276415,0.2086386624006623,0.3382070026933482,0.4166666666666667,0.7674418604651183,0.6944214305440445,0
343,-0.0004,0.0003,0.3524096385542113,0.2714192282537609,0.31482106684672667,1.0,0.6457326892109566,0.2424242424240754,0.13851745490442754,0.23809523809523728,0.7185501066097939,0.27941176470602985,0.19104138714005825,0.3362831858407102,0.25,0.5581395348837204,0.652305992819659,0
352,-0.0031,0.0003,0.2620481927710907,0.3403095705253998,0.23750844024307788,1.0,0.6972624798711725,0.2272727272729152,0.1592479583595068,0.20238095238095022,0.6972281449893439,0.23529411764690147,0.20781298379605992,0.5202000769526783,0.4166666666666667,0.5348837209302312,0.7033968516984253,0
355,0.0043,0.0003,0.484939759036158,0.3747547416612167,0.39247130317353135,1.0,0.7181964573268886,0.1363636363631979,0.15220317688234758,0.27976190476190416,0.6503198294243056,0.23529411764690147,0.1995045928372423,0.4059253559061217,0.25,0.6434108527131774,0.7510356255178091,0
356,-0.0043,0.0004,0.2891566265060064,0.38173097885327983,0.34959486833220854,1.0,0.6215780998389794,0.19696969696990577,0.17607466570941255,0.32142857142857095,0.7654584221748323,0.1323529411760477,0.17824336876870683,0.31512120046171976,0.3333333333333333,0.6124031007751936,0.7960508146920734,0
427,-0.0044,0.0003,0.5421686746987919,0.59123610202747,0.47957461174881966,1.0,0.5909822866344613,0.37878787878796233,0.2116575428520145,0.464285714285715,0.5287846481876196,0.3382352941177552,0.24723913716586246,0.5502116198537925,0.5,0.37984496124031186,0.5258215962441277,0
429,-0.0018,-0.0,0.578313253012047,0.6235011990407687,0.5313977042538828,1.0,0.5040257648953357,0.31818181818194347,0.22992012922911087,0.3988095238095249,0.565031982942433,0.3529411764703522,0.2718546805655917,0.550981146594845,0.5,0.41085271317829575,0.39864678265672293,0
446,0.0012,0.0006,0.6837349397590438,0.5931981687377363,0.5145172180958814,1.0,0.549114331723029,0.37878787878796233,0.27227856053127586,0.48809523809523836,0.4605543710021312,0.3529411764703522,0.2939931881515137,0.6079261254328635,0.5833333333333334,0.41085271317829575,0.46119856393261494,0
478,-0.0005,0.0006,0.7951807228915774,0.8166557662960527,0.8202228224172841,1.0,0.291465378421895,0.45454545454514134,0.3932064973526016,0.7559523809523787,0.23880597014923347,0.48529411764706865,0.3902879554133564,0.8141592920354007,0.8333333333333334,0.22480620155038708,0.2631869649268157,1
489,-0.0009,0.0002,0.21987951807229886,0.4445171135818628,0.30958811613774334,1.0,0.8099838969404244,0.19696969696990577,0.13519698465404711,0.3273809523809507,0.7100213219616139,0.1911764705884418,0.1968211373722798,0.38014621008080285,0.25,0.5116279069767419,0.7206572769953037,0
502,-0.0038,-0.0002,0.31024096385541944,0.3060824068018297,0.22754895340985848,1.0,0.772946859903384,0.2272727272729152,0.11706901193574476,0.24404761904761707,0.6332622601279213,0.2500000000001672,0.21158014242955958,0.19969218930357766,0.25,0.519379844961242,0.6850317591825443,0
515,0.0058,0.0001,0.14156626506021766,0.2598648354044047,0.24307900067522095,1.0,0.8743961352657034,0.18181818181805653,0.15283137395674962,0.1904761904761907,0.7356076759061781,0.2500000000001672,0.21039322943544478,0.3435936898807222,0.5,0.4961240310077527,0.5204363435515041,0
523,-0.0025,-0.0005,0.28313253012046957,0.2605188576411601,0.27143821742066043,1.0,0.7375201288244742,0.21212121212106597,0.15363905590953825,0.12500000000000053,0.742004264392313,0.26470588235276415,0.20100113530808536,0.4205463639861526,0.3333333333333333,0.8449612403100752,0.7376415354874325,0
