,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
3,0.0007,0.0,0.3433734939759061,0.2561587093961188,0.3311951384199846,1.0,0.7407407407407536,0.31818181818194347,0.12451763438930237,0.16666666666666738,0.8891257995735633,0.29411764705862686,0.17488904943750838,0.16660253943824677,0.3333333333333333,0.5736434108527151,0.6623860811930374,0
11,0.0016,0.0002,0.2560240963855197,0.2696751689557464,0.30216070222822566,1.0,0.7520128824476678,0.287878787878934,0.12402405097371069,0.19642857142857045,0.6631130063965756,0.2058823529410388,0.17705645577459203,0.26510196229319377,0.25,0.7131782945736452,0.6514774924054106,0
12,-0.0019,0.0004,0.5602409638554365,0.24307826466099983,0.3136394328156638,1.0,0.5780998389694165,0.33333333333310367,0.1125818899757699,0.3154761904761912,0.6737739872068247,0.29411764705862686,0.14531943441016,0.34744132358599816,0.4166666666666667,0.6124031007751936,0.5267881800607556,0
19,-0.0037,0.0001,0.5512048192770971,0.21953346413777874,0.3879135719108713,1.0,0.7987117552334918,0.2272727272729152,0.1084537377725927,0.22023809523809376,0.7206823027718631,0.2058823529410388,0.1536278253689776,0.3697575990765673,0.3333333333333333,0.6899224806201559,0.7288041977354313,0
49,-0.0032,-0.0001,0.46987951807228173,0.38042293437976893,0.360735989196487,1.0,0.6553945249597403,0.2424242424240754,0.12056896706452809,0.36904761904761757,0.7761194029850815,0.30882352941189256,0.14119104138714325,0.33358984224701976,0.3333333333333333,0.5503875968992258,0.7130626898646748,0
60,0.0004,0.0005,0.26807228915662756,0.2727272727272718,0.39280891289669106,1.0,0.682769726247997,0.31818181818194347,0.12945346854527637,0.2738095238095244,0.7782515991471265,0.30882352941189256,0.16369078336257764,0.3905348210850315,0.25,0.5813953488372097,0.648439657553162,0
69,-0.0005,0.0002,0.30421686746988263,0.2829736211031172,0.3465563808237672,1.0,0.669887278582934,0.31818181818194347,0.14224176613120634,0.33333333333333054,0.6908315565031847,0.3529411764703522,0.15698214470017605,0.39630627164293863,0.3333333333333333,0.5581395348837204,0.7692626346313154,0
101,0.0017,0.0005,0.4939759036144632,0.39393939393939154,0.35735989196488976,1.0,0.574879227053137,0.37878787878796233,0.13295342367405968,0.3809523809523814,0.5735607675906129,0.2500000000001672,0.15718856435132664,0.5048095421315881,0.4166666666666667,0.6201550387596881,0.6505109085887877,0
113,0.0003,0.0004,0.33132530120479825,0.3788968824940062,0.34976367319378837,1.0,0.7149758454106274,0.2575757575759246,0.11150498070537691,0.43452380952380776,0.6375266524520113,0.39705882352948063,0.16730312725771554,0.40053866871874083,0.5,0.5813953488372097,0.6644573322286631,0
126,-0.001,0.0002,0.5361445783132551,0.34575975583170016,0.2910195813639434,1.0,0.6376811594202854,0.287878787878934,0.11742798169254243,0.464285714285715,0.565031982942433,0.3235294117644895,0.17060584167612985,0.5298191612158545,0.4166666666666667,0.5968992248061988,0.5288594310963812,0
139,-0.0006,-0.0001,0.5542168674698655,0.43274471332025477,0.4407494935854135,1.0,0.3703703703703677,0.40909090909097173,0.15310060127434583,0.3928571428571409,0.5501066098080938,0.2500000000001672,0.1565177004850907,0.441708349365143,0.4166666666666667,0.5271317829457366,0.6575531621099128,0
161,-0.0005,0.0004,0.5843373493975837,0.4617396991497713,0.6959824442943959,1.0,0.45571658615136273,0.37878787878796233,0.10194741093063406,0.5595238095238083,0.37313432835821364,0.47058823529380295,0.12297450717308736,0.6794921123509062,0.5,0.4961240310077527,0.3584645125655883,0
166,0.0012,0.0003,0.5451807228915603,0.4968388925223437,0.5481093855503042,1.0,0.4380032206119261,0.5,0.09117831822668786,0.5952380952380953,0.3837953091684386,0.44117647058794024,0.1159562390339575,0.5321277414390188,0.5,0.4883720930232581,0.561861364264016,0
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,1
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,1
200,0.0017,-0.0004,0.23192771084337246,0.23871811641595853,0.21539500337609704,0.0,0.7793880837359246,0.18181818181805653,0.1343444314816496,0.17261904761904714,0.7910447761193965,0.14705882352931343,0.23402827949220983,0.2381685263562894,0.16666666666666666,0.7131782945736452,0.8192488262910791,0
201,-0.0045,0.0002,0.23493975903614087,0.33420536298233894,0.21286293045239532,0.0,0.7697262479871227,0.1363636363631979,0.16669658081306443,0.214285714285714,0.7036247334754789,0.1323529411760477,0.1997110124883929,0.282031550596382,0.25,0.8217054263565915,0.9752830709748675,0
214,-0.0013,0.0003,0.3493975903614429,0.21473730106823874,0.08862255232950708,1.0,0.7793880837359246,0.09090909090902827,0.13326752221125662,0.214285714285714,0.7611940298507422,0.27941176470602985,0.16322633914748763,0.26471719892266754,0.4166666666666667,0.744186046511629,0.5419773543220083,0
239,0.0006,-0.0001,0.26506024096385916,0.3416176149989107,0.2650236326806219,1.0,0.7761674718196452,0.1363636363631979,0.16153639055909497,0.19642857142857045,0.7931769722814415,0.14705882352931343,0.18077200949530756,0.22008464794151564,0.3333333333333333,0.8449612403100752,0.7448218724109323,0
246,-0.0035,-0.0004,0.3373493975903693,0.3172007848266823,0.082883187035788,0.0,0.7552334943639291,0.18181818181805653,0.1027102216638301,0.19642857142857045,0.8550106609808191,0.2058823529410388,0.17912065228609805,0.31858407079646267,0.3333333333333333,0.7519379844961237,0.6679094172880408,0
251,0.0014,-0.0002,0.26506024096385916,0.2949640287769771,0.24628629304523827,1.0,0.677938808373587,0.21212121212106597,0.16081845104549966,0.16071428571428337,0.6908315565031847,0.2058823529410388,0.2132831045515579,0.29011158137745335,0.4166666666666667,0.7519379844961237,0.688483844241922,0
268,0.0003,0.0,0.22891566265060406,0.381512971441028,0.22164078325455955,1.0,0.677938808373587,0.18181818181805653,0.13636363636364154,0.05952380952381038,0.7825159914712165,0.2058823529410388,0.1997110124883929,0.4424778761061955,0.3333333333333333,0.6744186046511612,0.8322286661143316,0
272,0.0006,-0.0001,0.15361445783132552,0.15849138870721524,0.13284942606346878,1.0,0.8695652173913115,0.18181818181805653,0.14031230368841585,0.23809523809523728,0.8379530916844349,0.27941176470602985,0.1851068221694749,0.3512889572912673,0.25,0.7286821705426344,0.7930129798398199,0
280,0.0017,0.0005,0.22289156626506726,0.2960540658382361,0.19952734638757486,1.0,0.6972624798711725,0.15151515151504713,0.14794041102037636,0.19642857142857045,0.7953091684434864,0.29411764705862686,0.1834554649602654,0.3439784532512553,0.4166666666666667,0.8062015503875968,0.7188621927644274,0
299,0.0014,0.0004,0.31024096385541944,0.16154349247874564,0.23632680621201888,1.0,0.7149758454106274,0.19696969696990577,0.15516467737593034,0.22619047619047353,0.7633262260127873,0.23529411764690147,0.18980286923315462,0.28049249711427715,0.25,0.47286821705426346,0.7593206296603116,0
301,-0.0013,-0.0002,0.32530120481926145,0.26727708742097145,0.2738014854827823,1.0,0.7487922705314066,0.2575757575759246,0.1439468724759932,0.2738095238095244,0.7633262260127873,0.2058823529410388,0.20693570027866867,0.18237783762985632,0.25,0.7131782945736452,0.6980115990057968,0
309,-0.0013,0.0004,0.22289156626506726,0.2060170045781561,0.3163403106009454,1.0,0.661835748792281,0.16666666666689633,0.15202369200395285,0.1547619047619036,0.7547974413646072,0.2500000000001672,0.21194137681907665,0.18699499807618475,0.3333333333333333,0.6976744186046505,0.5481911074288851,0
313,0.0011,0.0003,0.2620481927710907,0.3156747329409196,0.3885887913571907,1.0,0.6392914653784343,0.16666666666689633,0.13147267342726832,0.22619047619047353,0.6972281449893439,0.1323529411760477,0.18629373516358969,0.20546363986148475,0.3333333333333333,0.5736434108527151,0.599558133112396,0
317,0.0006,0.0005,0.2590361445783223,0.35775016350556005,0.3571910871033099,1.0,0.6731078904991952,0.09090909090902827,0.15861976128511296,0.2559523809523808,0.695095948827299,0.1617647058819104,0.18964805449478817,0.38245479030396706,0.3333333333333333,0.5968992248061988,0.6420878210439106,0
319,-0.0008,0.0,0.09939759036142577,0.46130368432526764,0.25472653612423896,0.0,0.6940418679549113,0.16666666666689633,0.1467288880911812,0.2083333333333342,0.7825159914712165,0.2500000000001672,0.21870162039426239,0.32666410157753395,0.3333333333333333,0.7054263565891451,0.6937310135321709,0
321,0.0035,-0.0003,0.2560240963855197,0.30063222149552926,0.4680958811613777,1.0,0.7359098228663435,0.1363636363631979,0.1749080139998181,0.24404761904761707,0.7910447761193965,0.2500000000001672,0.19537619981422558,0.3447479799923078,0.25,0.604651162790699,0.6494062413697851,0
331,0.0014,-0.0001,0.32530120481926145,0.4940047961630701,0.35263335584064986,1.0,0.8067632850241632,0.287878787878934,0.1354213407520426,0.27976190476190416,0.8102345415778257,0.10294117647018503,0.20559397254618741,0.38245479030396706,0.3333333333333333,0.6744186046511612,0.8006075669704488,0
