,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
13,0.0009,-0.0,0.3433734939759061,0.47765424024416886,0.2854490209318042,1.0,0.7455716586151454,0.287878787878934,0.11504980705376097,0.35119047619047405,0.6353944562899664,0.1764705882351761,0.1779853442047721,0.27510580992689626,0.4166666666666667,0.8062015503875968,0.6743993371996669,0
51,0.0018,-0.0001,0.46686746987951333,0.27752343579681676,0.22484807562457687,1.0,0.5136876006441192,0.21212121212106597,0.15381854078794116,0.1309523809523803,0.7270788912579981,0.27941176470602985,0.1696769532459498,0.4963447479799974,0.25,0.6666666666666666,0.6139188069594005,0
55,0.0007,-0.0002,0.385542168674698,0.3333333333333317,0.3124577987846048,1.0,0.6650563607085421,0.16666666666689633,0.09283855335188215,0.24404761904761707,0.8081023454157806,0.23529411764690147,0.18299102074517537,0.2974220854174722,0.25,0.41860465116279033,0.6166804750069046,0
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,1
203,0.0002,0.0006,0.12951807228914405,0.19511663396555531,0.33170155300472803,1.0,0.7600644122383391,0.1212121212120377,0.1173831104729417,0.16666666666666738,0.6929637526652539,0.1323529411760477,0.18861595623903515,0.26010003847633917,0.3333333333333333,0.7596899224806183,0.7261806130903069,0
256,0.0008,0.0,0.14759036144578871,0.2517985611510775,0.22197839297771926,0.0,0.7133655394524968,0.15151515151504713,0.15857489006551223,0.2916666666666679,0.8166311300639607,0.14705882352931343,0.18464237795438487,0.3382070026933482,0.25,0.604651162790699,0.6231703949185308,0
409,0.0033,-0.0002,0.5120481927710736,0.4719860475256166,0.5140108035111418,1.0,0.5217391304347906,0.33333333333310367,0.21713183164318905,0.42261904761904817,0.6417910447761256,0.2058823529410388,0.2420786458870927,0.582531742978071,0.5,0.565891472868215,0.5236122618061274,0
451,0.0027,0.0001,0.5210843373494131,0.48986265533028056,0.6272788656313315,1.0,0.34943639291465156,0.40909090909097173,0.2552274970833746,0.6488095238095217,0.3944562899786636,0.23529411764690147,0.3033852822788732,0.5836860330896496,0.3333333333333333,0.23255813953488166,0.35735984534658566,0
474,0.0046,0.0002,0.7740963855421643,0.6756049705689978,0.8004726536124251,1.0,0.2592592592592647,0.39393939393912253,0.27999641030242967,0.8095238095238093,0.2942430703624761,0.47058823529380295,0.3865724016926456,0.7502885725278964,0.8333333333333334,0.2170542635658925,0.19552609776304458,0
478,-0.0005,0.0006,0.7951807228915774,0.8166557662960527,0.8202228224172841,1.0,0.291465378421895,0.45454545454514134,0.3932064973526016,0.7559523809523787,0.23880597014923347,0.48529411764706865,0.3902879554133564,0.8141592920354007,0.8333333333333334,0.22480620155038708,0.2631869649268157,1
