,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
12,-0.0019,0.0004,0.5602409638554365,0.24307826466099983,0.3136394328156638,1.0,0.5780998389694165,0.33333333333310367,0.1125818899757699,0.3154761904761912,0.6737739872068247,0.29411764705862686,0.14531943441016,0.34744132358599816,0.4166666666666667,0.6124031007751936,0.5267881800607556,0
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,4
318,-0.0002,-0.0004,0.31626506024095624,0.3403095705253998,0.3133018230925041,1.0,0.6811594202898665,0.1363636363631979,0.15489545005833413,0.214285714285714,0.7484008528784724,0.29411764705862686,0.17829497368149566,0.47210465563678344,0.25,0.7286821705426344,0.6155758077879019,0
478,-0.0005,0.0006,0.7951807228915774,0.8166557662960527,0.8202228224172841,1.0,0.291465378421895,0.45454545454514134,0.3932064973526016,0.7559523809523787,0.23880597014923347,0.48529411764706865,0.3902879554133564,0.8141592920354007,0.8333333333333334,0.22480620155038708,0.2631869649268157,8
568,-0.0008,-0.0002,0.3463855421686745,0.5842598648354019,0.4053004726536122,1.0,0.7616747181964697,0.2424242424240754,0.21035627748362604,0.3273809523809507,0.6886993603411397,0.29411764705862686,0.24254309010217803,0.27818391689111294,0.4166666666666667,0.519379844961242,0.5204363435515041,0
603,-0.0007,0.0002,0.484939759036158,0.20623501199040795,0.3847062795408501,1.0,0.5475040257648985,0.16666666666689633,0.26729785515570115,0.2916666666666679,0.6759061833688698,0.26470588235276415,0.3166477448653146,0.5352058484032354,0.5,0.5116279069767419,0.4925434962717483,0
657,0.0012,0.0,0.692771084337349,0.7359930237628058,0.7761647535449023,1.0,0.33172302737519666,0.36363636363611307,0.7887911693439846,0.7380952380952394,0.1791044776119251,0.47058823529380295,0.8019403447208213,0.6952674105425157,0.8333333333333334,0.2015503875968978,0.08561170947251814,3
846,-0.0024,-0.0002,1.0,0.8953564421190283,0.849088453747467,1.0,0.3349436392914578,0.34848484848495287,0.7923808669119613,0.7738095238095223,0.2452025586353927,0.4117647058820776,0.8229951491382015,0.7683724509426701,0.8333333333333334,0.23255813953488166,0.2850041425020694,4
1001,0.0005,-0.0002,0.3343373493976009,0.2862437322868994,0.29945982444294406,1.0,0.7584541062801903,0.16666666666689633,0.26074665709414174,0.27976190476190416,0.6695095948827348,0.1617647058819104,0.287232944576328,0.5594459407464425,0.4166666666666667,0.48062015503875805,0.6731565865782896,0
1115,0.0022,0.0003,0.677710843373507,0.5720514497492902,0.8185347738014855,1.0,0.1481481481481434,0.42424242424213193,0.6071973436237968,0.8392857142857124,0.24946695095948268,0.4117647058820776,0.5821550211580171,0.7541362062331655,0.75,0.24031007751938177,0.18696492681579277,8
1147,-0.0002,-0.0005,0.5481927710843287,0.37846086766950254,0.4336596893990555,1.0,0.5619967793880922,0.34848484848495287,0.0784348918603586,0.40476190476190466,0.6140724946695164,0.39705882352948063,0.13071524409124197,0.3843786071565982,0.5,0.47286821705426346,0.7698149682408142,0
1203,-0.0008,-0.0001,0.5150602409638421,0.4231523871811649,0.3762660364618494,1.0,0.6505636070853484,0.42424242424213193,0.04662119716414435,0.3988095238095249,0.452025586353927,0.4264705882353433,0.12983796057385075,0.5248172373989999,0.25,0.5968992248061988,0.5954156310411448,0
1303,0.0014,-0.0004,0.6807228915662754,0.6450839328537186,0.8890952059419323,1.0,0.1368760064412292,0.6666666666668963,0.027954769810641423,0.8095238095238093,0.061833688699353365,0.6764705882355104,0.01486221488285743,0.8114659484417104,0.75,0.2170542635658925,0.08768296050814374,3
1505,-0.0043,0.0003,0.5120481927710736,0.5964682799215185,0.587609723160026,1.0,0.528180354267313,0.2424242424240754,0.22718298483353175,0.4166666666666642,0.5138592750533046,0.3382352941177552,0.25250283827020514,0.6186994998076185,0.4166666666666667,0.44961240310077416,0.6121237227285243,0
1562,0.0043,-0.0001,0.8855421686746979,0.6167429692609525,0.8911208642808905,1.0,0.3413848631239985,0.43939393939398114,0.24324688145024143,0.6666666666666653,0.08742004264391756,0.5294117647055283,0.2364021054804441,0.7360523278183917,0.6666666666666666,0.24806201550387635,0.22838994752830472,7
1573,0.0018,0.0004,0.32831325301202985,0.4035317200784814,0.6350438892640089,1.0,0.6747181964573258,0.45454545454514134,0.08583864309432365,0.4999999999999979,0.4925373134328304,0.3823529411762149,0.13412116833522925,0.5001923816852666,0.3333333333333333,0.519379844961242,0.5385252692626307,0
1712,0.0026,-0.0003,0.8012048192771142,0.6932635709614099,0.8450371370695465,1.0,0.19806763285024695,0.5606060606060188,0.10962038948218715,0.8273809523809529,0.18763326226012933,0.5588235294120597,0.110073278976163,0.8695652173913077,0.5,0.07751937984496239,0.21651477492405,2
