,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,4
298,0.0011,-0.0001,0.3945783132530032,0.23239590146065084,0.34908845374746894,1.0,0.7020933977455825,0.09090909090902827,0.16710042178946283,0.18452380952380668,0.7782515991471265,0.2500000000001672,0.18928682010527578,0.18237783762985632,0.4166666666666667,0.7674418604651183,0.8628831814415914,0
300,0.0014,0.0,0.27409638554216437,0.4222803575321576,0.17977717758271589,1.0,0.62318840579711,0.33333333333310367,0.14125459930000664,0.2559523809523808,0.7057569296375239,0.1617647058819104,0.23438951388172222,0.3124278568680293,0.25,0.744186046511629,0.6289698978182785,0
478,-0.0005,0.0006,0.7951807228915774,0.8166557662960527,0.8202228224172841,1.0,0.291465378421895,0.45454545454514134,0.3932064973526016,0.7559523809523787,0.23880597014923347,0.48529411764706865,0.3902879554133564,0.8141592920354007,0.8333333333333334,0.22480620155038708,0.2631869649268157,8
620,-0.0012,0.0003,0.5481927710843287,0.3555700893830369,0.5199189736664408,1.0,0.48309178743961956,0.18181818181805653,0.34613658799246627,0.4999999999999979,0.5415778251599138,0.26470588235276415,0.3977190628547875,0.5913813005001947,0.5,0.5968992248061988,0.6014913007456469,0
657,0.0012,0.0,0.692771084337349,0.7359930237628058,0.7761647535449023,1.0,0.33172302737519666,0.36363636363611307,0.7887911693439846,0.7380952380952394,0.1791044776119251,0.47058823529380295,0.8019403447208213,0.6952674105425157,0.8333333333333334,0.2015503875968978,0.08561170947251814,3
846,-0.0024,-0.0002,1.0,0.8953564421190283,0.849088453747467,1.0,0.3349436392914578,0.34848484848495287,0.7923808669119613,0.7738095238095223,0.2452025586353927,0.4117647058820776,0.8229951491382015,0.7683724509426701,0.8333333333333334,0.23255813953488166,0.2850041425020694,4
1036,-0.0063,-0.0005,0.22289156626506726,0.4695879659908417,0.3985482781904101,1.0,0.49275362318840316,0.287878787878934,0.3094319303598706,0.33333333333333054,0.6631130063965756,0.2205882352943045,0.33501909381773226,0.4428626394767217,0.5,0.5968992248061988,0.5807787903893958,0
1115,0.0022,0.0003,0.677710843373507,0.5720514497492902,0.8185347738014855,1.0,0.1481481481481434,0.42424242424213193,0.6071973436237968,0.8392857142857124,0.24946695095948268,0.4117647058820776,0.5821550211580171,0.7541362062331655,0.75,0.24031007751938177,0.18696492681579277,8
1143,0.0024,0.0003,0.44277108433733187,0.433616742969262,0.4206617150573948,1.0,0.574879227053137,0.34848484848495287,0.08606299919231913,0.43452380952380776,0.5458422174840037,0.3676470588236179,0.11745278150480054,0.38591766063870997,0.5,0.5348837209302312,0.5189174261253774,0
1303,0.0014,-0.0004,0.6807228915662754,0.6450839328537186,0.8890952059419323,1.0,0.1368760064412292,0.6666666666668963,0.027954769810641423,0.8095238095238093,0.061833688699353365,0.6764705882355104,0.01486221488285743,0.8114659484417104,0.75,0.2170542635658925,0.08768296050814374,3
1369,0.0,-0.0002,0.40060240963854,0.3418356224111625,0.2866306549628632,1.0,0.7536231884057984,0.1212121212120377,0.18433097011576693,0.3392857142857145,0.8933901918976532,0.08823529411758806,0.24966456806688087,0.2993459022701034,0.4166666666666667,0.7054263565891451,0.6483015741507874,0
1562,0.0043,-0.0001,0.8855421686746979,0.6167429692609525,0.8911208642808905,1.0,0.3413848631239985,0.43939393939398114,0.24324688145024143,0.6666666666666653,0.08742004264391756,0.5294117647055283,0.2364021054804441,0.7360523278183917,0.6666666666666666,0.24806201550387635,0.22838994752830472,7
1658,0.0032,0.0004,0.5,0.5866579463701769,0.4810938555030384,1.0,0.6103059581320468,0.34848484848495287,0.1302162792784724,0.4999999999999979,0.5415778251599138,0.455882352941206,0.15192486324698395,0.6129280492497113,0.4166666666666667,0.519379844961242,0.4206020436343513,0
1712,0.0026,-0.0003,0.8012048192771142,0.6932635709614099,0.8450371370695465,1.0,0.19806763285024695,0.5606060606060188,0.10962038948218715,0.8273809523809529,0.18763326226012933,0.5588235294120597,0.110073278976163,0.8695652173913077,0.5,0.07751937984496239,0.21651477492405,2
1913,-0.0016,0.0004,0.8524096385542113,0.5301940265969015,0.7795408507765034,1.0,0.39452495974234497,0.9090909090909717,0.9783272009333217,0.7499999999999989,0.33901918976544526,1.0,0.978893590669831,0.7337437475952275,0.9166666666666666,0.24031007751938177,0.18530792598729623,4
2055,0.0023,0.0003,0.4578313253012081,0.3052103771528224,0.4659014179608357,1.0,0.6666666666666727,0.21212121212106597,0.19963205599928055,0.3392857142857145,0.6183368869936063,0.30882352941189256,0.2298998864691931,0.34705656021547193,0.3333333333333333,0.8139534883720914,0.6973211819939232,0
2135,0.0002,-0.0003,0.7379518072289093,0.6134728580771752,0.9122214719783922,1.0,0.4589371980676422,0.4848484848481508,0.42048819886924843,0.7380952380952394,0.28358208955222686,0.4117647058820776,0.43146867581794146,0.7348980377068131,0.8333333333333334,0.2868217054263548,0.3441038387185838,5
2237,-0.003,0.0002,0.30120481927711423,0.3638543710486159,0.20729237002025608,1.0,0.8357487922705323,0.16666666666689633,0.16490173202907613,0.30357142857142744,0.7057569296375239,0.29411764705862686,0.18753225307049332,0.4078491727587528,0.4166666666666667,0.5891472868217043,0.7071251035625523,0
