,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
53,-0.0002,0.0005,0.3644578313252849,0.4698059734030935,0.3198852126941263,1.0,0.6602254428341504,0.21212121212106597,0.15507493493673705,0.3154761904761912,0.7995735607676007,0.26470588235276415,0.1548663432758812,0.36167756829550285,0.3333333333333333,0.6356589147286829,0.47031206848936563,0
61,0.0004,0.0001,0.2891566265060064,0.2299978199258759,0.29186360567184266,1.0,0.7407407407407536,0.30303030303009426,0.14309431930360386,0.2559523809523808,0.7462686567164273,0.3235294117644895,0.16689028795541433,0.31627549057329846,0.25,0.6899224806201559,0.5198840099420052,0
92,0.0032,0.0002,0.4939759036144632,0.4948768258120773,0.44277515192437567,1.0,0.6795491143317359,0.2575757575759246,0.1172933680337484,0.3630952380952378,0.584221748400838,0.29411764705862686,0.17137991536794345,0.3697575990765673,0.3333333333333333,0.5581395348837204,0.4881248273957428,0
140,-0.0023,0.0005,0.3554216867469797,0.4137780684543268,0.5570560432140444,1.0,0.5797101449275471,0.34848484848495287,0.13070986269407225,0.3809523809523814,0.5053304904051004,0.4117647058820776,0.10831871194138053,0.5355906117737617,0.5,0.6821705426356613,0.47500690417011565,0
182,0.0001,0.0001,0.6114457831325336,0.5709614126880311,0.6208642808912891,1.0,0.24637681159420158,0.4696969696969906,0.08619761285112132,0.7023809523809523,0.28997867803836186,0.5147058823529314,0.09216637423883066,0.6894959599846087,0.6666666666666666,0.32558139534883873,0.3258768296050776,0
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,4
224,-0.0032,0.0004,0.17469879518070433,0.308044473512101,0.23463875759622027,1.0,0.6070853462157856,0.16666666666689633,0.1321457417212629,0.14285714285714407,0.7611940298507422,0.1617647058819104,0.17380534626896654,0.3282031550596389,0.3333333333333333,0.6744186046511612,0.7583540458436885,0
361,0.0025,0.0004,0.28012048192770117,0.13560061042075455,0.39972991222147297,1.0,0.6425120772946955,0.19696969696990577,0.19716413892129764,0.29761904761904767,0.7825159914712165,0.27941176470602985,0.20977397048199298,0.31935359753751513,0.5,0.5736434108527151,0.6338028169014082,0
397,-0.0004,-0.0003,0.3915662650602348,0.3736647045999576,0.48767724510466065,1.0,0.6457326892109566,0.19696969696990577,0.16781836130305813,0.2321428571428575,0.571428571428568,0.29411764705862686,0.2327381566725174,0.3220469411312056,0.25,0.5116279069767419,0.6948356807511735,0
442,-0.0017,-0.0003,0.3795180722891612,0.6025724874645744,0.6137744767049274,1.0,0.34782608695652095,0.39393939393912253,0.24975320829220007,0.6369047619047622,0.4904051172707854,0.3235294117644895,0.25348333161317405,0.5467487495190496,0.5,0.31007751937984407,0.4921292460646193,0
478,-0.0005,0.0006,0.7951807228915774,0.8166557662960527,0.8202228224172841,1.0,0.291465378421895,0.45454545454514134,0.3932064973526016,0.7559523809523787,0.23880597014923347,0.48529411764706865,0.3902879554133564,0.8141592920354007,0.8333333333333334,0.22480620155038708,0.2631869649268157,8
557,0.0006,0.0004,0.33132530120479825,0.24765642031829296,0.3585415259959488,1.0,0.6038647342995245,0.19696969696990577,0.1876065691465548,0.2559523809523808,0.859275053304909,0.1764705882351761,0.22799050469604887,0.22739515198153448,0.4166666666666667,0.604651162790699,0.622618061309027,0
601,-0.0009,0.0001,0.385542168674698,0.5162415522127753,0.43534773801485416,1.0,0.7133655394524968,0.21212121212106597,0.2594453917257451,0.42261904761904817,0.7633262260127873,0.2205882352943045,0.33156156466095615,0.4836475567525977,0.5,0.6666666666666666,0.698425849212921,0
657,0.0012,0.0,0.692771084337349,0.7359930237628058,0.7761647535449023,1.0,0.33172302737519666,0.36363636363611307,0.7887911693439846,0.7380952380952394,0.1791044776119251,0.47058823529380295,0.8019403447208213,0.6952674105425157,0.8333333333333334,0.2015503875968978,0.08561170947251814,3
790,-0.0006,0.0,0.5240963855421814,0.4593416176149963,0.5082714382174189,1.0,0.6392914653784343,0.287878787878934,0.22830476532352548,0.45833333333333104,0.6055437100213121,0.3382352941177552,0.28351739085561245,0.539823008849557,0.4166666666666667,0.5116279069767419,0.40527478597072386,0
846,-0.0024,-0.0002,1.0,0.8953564421190283,0.849088453747467,1.0,0.3349436392914578,0.34848484848495287,0.7923808669119613,0.7738095238095223,0.2452025586353927,0.4117647058820776,0.8229951491382015,0.7683724509426701,0.8333333333333334,0.23255813953488166,0.2850041425020694,4
898,0.0006,-0.0,0.1957831325301174,0.3254850664922613,0.365124915597571,0.0,0.8196457326892262,0.1212121212120377,0.20308713990846317,0.12500000000000053,0.7121535181236589,0.1617647058819104,0.2116317473423484,0.40823393612927905,0.4166666666666667,0.6976744186046505,0.6296603148301569,0
1115,0.0022,0.0003,0.677710843373507,0.5720514497492902,0.8185347738014855,1.0,0.1481481481481434,0.42424242424213193,0.6071973436237968,0.8392857142857124,0.24946695095948268,0.4117647058820776,0.5821550211580171,0.7541362062331655,0.75,0.24031007751938177,0.18696492681579277,8
1157,-0.001,0.0003,0.18373493975904379,0.2714192282537609,0.46421336934503704,1.0,0.5442834138486373,0.30303030303009426,0.0802746118639558,0.3928571428571409,0.5991471215351771,0.3676470588236179,0.09361131179688488,0.4086186994998121,0.5,0.5116279069767419,0.4774924054128654,0
1290,0.0017,0.0003,0.792168674698809,0.6906474820143881,0.7613099257258592,1.0,0.2705314009661789,0.6363636363638869,0.06026204792246368,0.785714285714286,0.3049040511727011,0.5735294117646567,0.05026318505522089,0.7760677183532152,0.6666666666666666,0.38759689922480645,0.2848660590996947,0
1303,0.0014,-0.0004,0.6807228915662754,0.6450839328537186,0.8890952059419323,1.0,0.1368760064412292,0.6666666666668963,0.027954769810641423,0.8095238095238093,0.061833688699353365,0.6764705882355104,0.01486221488285743,0.8114659484417104,0.75,0.2170542635658925,0.08768296050814374,3
1367,-0.0006,0.0002,0.40060240963854,0.39437540876390015,0.2888251181634014,1.0,0.7375201288244742,0.19696969696990577,0.19487570672170948,0.2559523809523808,0.6972281449893439,0.14705882352931343,0.2548250593456506,0.332050788764908,0.3333333333333333,0.744186046511629,0.7214857774095519,0
1488,0.0009,-0.0002,0.47289156626505013,0.46762589928057535,0.3816677920324088,1.0,0.584541062801939,0.21212121212106597,0.22727272727272504,0.4523809523809513,0.6012793176972222,0.2500000000001672,0.2823820827742818,0.5163524432474024,0.5,0.5813953488372097,0.5814692074012694,0
1562,0.0043,-0.0001,0.8855421686746979,0.6167429692609525,0.8911208642808905,1.0,0.3413848631239985,0.43939393939398114,0.24324688145024143,0.6666666666666653,0.08742004264391756,0.5294117647055283,0.2364021054804441,0.7360523278183917,0.6666666666666666,0.24806201550387635,0.22838994752830472,7
1712,0.0026,-0.0003,0.8012048192771142,0.6932635709614099,0.8450371370695465,1.0,0.19806763285024695,0.5606060606060188,0.10962038948218715,0.8273809523809529,0.18763326226012933,0.5588235294120597,0.110073278976163,0.8695652173913077,0.5,0.07751937984496239,0.21651477492405,2
1806,-0.0027,-0.0003,0.2530120481927513,0.48855461085676966,0.3242741390952065,1.0,0.7648953301127309,0.1363636363631979,0.23925334290585826,0.33333333333333054,0.7718550106609673,0.14705882352931343,0.28625245123335913,0.19392073874567053,0.3333333333333333,0.7674418604651183,0.7706434686550674,0
1913,-0.0016,0.0004,0.8524096385542113,0.5301940265969015,0.7795408507765034,1.0,0.39452495974234497,0.9090909090909717,0.9783272009333217,0.7499999999999989,0.33901918976544526,1.0,0.978893590669831,0.7337437475952275,0.9166666666666666,0.24031007751938177,0.18530792598729623,4
2135,0.0002,-0.0003,0.7379518072289093,0.6134728580771752,0.9122214719783922,1.0,0.4589371980676422,0.4848484848481508,0.42048819886924843,0.7380952380952394,0.28358208955222686,0.4117647058820776,0.43146867581794146,0.7348980377068131,0.8333333333333334,0.2868217054263548,0.3441038387185838,5
2253,-0.0047,0.0001,0.28313253012046957,0.24547634619576983,0.48008102633355926,1.0,0.6843800322061276,0.21212121212106597,0.22372790092434916,0.22023809523809376,0.7164179104477489,0.08823529411758806,0.22504902466715163,0.3832243170450195,0.4166666666666667,0.5503875968992258,0.5584092792046385,0
2315,0.001,-0.0,0.5120481927710736,0.3634183562241123,0.4289331532748156,1.0,0.5442834138486373,0.2575757575759246,0.24553531364982958,0.40476190476190466,0.6460554371002155,0.29411764705862686,0.30080503663948827,0.4132358599461337,0.4166666666666667,0.41085271317829575,0.5091135045567482,0
2375,0.0002,0.0001,0.6957831325301174,0.6032265097013298,0.8462187711006094,1.0,0.35104669887278217,0.43939393939398114,0.6010051153190351,0.7976190476190456,0.2665245202558669,0.4117647058820776,0.6102796986273159,0.7256637168141631,0.75,0.10852713178294625,0.2231427782380558,6
2545,0.0002,-0.0001,0.6325301204819125,0.6697187704381937,0.8894328156650919,1.0,0.20128824476650814,0.6363636363638869,0.12864578659247958,0.7321428571428554,0.1833688699360151,0.6029411764705194,0.11833006502219177,0.7556752597152773,0.5833333333333334,0.38759689922480645,0.16017674675503962,3
2602,0.0008,0.0004,0.47289156626505013,0.5184216263352934,0.3637744767049283,1.0,0.6795491143317359,0.21212121212106597,0.17643363546621021,0.35714285714285804,0.5906183368869972,0.3529411764703522,0.20007224687790529,0.31858407079646267,0.5,0.5271317829457366,0.4661695664181144,0
2708,-0.0002,-0.0004,0.9186746987951846,0.8687595378242867,0.8114449696151237,1.0,0.18357487922705323,0.37878787878796233,0.5904603787130925,0.8154761904761891,0.22814498933900848,0.4117647058820776,0.5770461347920361,0.857252789534441,0.75,0.3023255813953495,0.32435791217895577,2
2888,0.0011,-0.0002,0.6867469879518122,0.586439938957925,0.7655300472653596,1.0,0.23188405797100786,0.42424242424213193,0.48465404289688563,0.8749999999999994,0.3987206823027536,0.5147058823529314,0.4966456806688039,0.7649095806079272,0.75,0.17054263565891395,0.12178956089477627,3
2960,0.0039,-0.0002,0.31024096385541944,0.27468933943754315,0.35432140445644844,1.0,0.8454106280193342,0.19696969696990577,0.15736336713631704,0.24404761904761707,0.7739872068230365,0.1617647058819104,0.18629373516358969,0.3620623316660291,0.25,0.6899224806201559,0.6666666666666634,0
2985,-0.0004,-0.0002,0.23795180722890927,0.5208197078700684,0.23902768399730046,1.0,0.6908212560386501,0.2424242424240754,0.15579287445033238,0.3452380952380943,0.7270788912579981,0.2058823529410388,0.1848487976055355,0.2881877645248222,0.5,0.6899224806201559,0.6514774924054106,0
