,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,fault?
62,0.0015,0.0002,0.41867469879518465,0.45999563985175673,0.22164078325455955,1.0,0.584541062801939,0.2424242424240754,0.12667145293008836,0.3928571428571409,0.6119402985074471,0.1911764705884418,0.15889152647332028,0.4263178145440597,0.5,0.4883720930232581,0.6205468102734014,0
191,0.0009,-0.0,0.7018072289156542,0.6620885110093752,0.7587778528021614,1.0,0.22544283413848545,0.6363636363638869,0.051557031320110164,0.8333333333333326,0.29637526652452106,0.6470588235296478,0.05671379915368307,0.7171989226625655,0.6666666666666666,0.2635658914728655,0.09762496547914758,4
376,-0.002,0.0004,0.43674698795179506,0.2190974493132751,0.4196488858879118,1.0,0.7536231884057984,0.18181818181805653,0.16844655837746017,0.22619047619047353,0.7526652452025623,0.2500000000001672,0.22613272783569344,0.36590996537129816,0.3333333333333333,0.6201550387596881,0.5328638497652577,0
399,0.0004,0.0004,0.41867469879518465,0.41966426858513084,0.4334908845374757,1.0,0.5217391304347906,0.2272727272729152,0.18051691644978668,0.3928571428571409,0.6289978678038314,0.3382352941177552,0.211838166993499,0.512120046171607,0.5,0.47286821705426346,0.5508146920740096,0
478,-0.0005,0.0006,0.7951807228915774,0.8166557662960527,0.8202228224172841,1.0,0.291465378421895,0.45454545454514134,0.3932064973526016,0.7559523809523787,0.23880597014923347,0.48529411764706865,0.3902879554133564,0.8141592920354007,0.8333333333333334,0.22480620155038708,0.2631869649268157,8
657,0.0012,0.0,0.692771084337349,0.7359930237628058,0.7761647535449023,1.0,0.33172302737519666,0.36363636363611307,0.7887911693439846,0.7380952380952394,0.1791044776119251,0.47058823529380295,0.8019403447208213,0.6952674105425157,0.8333333333333334,0.2015503875968978,0.08561170947251814,3
846,-0.0024,-0.0002,1.0,0.8953564421190283,0.849088453747467,1.0,0.3349436392914578,0.34848484848495287,0.7923808669119613,0.7738095238095223,0.2452025586353927,0.4117647058820776,0.8229951491382015,0.7683724509426701,0.8333333333333334,0.23255813953488166,0.2850041425020694,4
1014,-0.0004,-0.0004,0.30421686746988263,0.28973185088292847,0.40952059419311254,1.0,0.6215780998389794,0.21212121212106597,0.2843489186036105,0.22023809523809376,0.6076759061833571,0.2500000000001672,0.2775828258850244,0.3982300884955766,0.5833333333333334,0.6821705426356613,0.652305992819659,0
1115,0.0022,0.0003,0.677710843373507,0.5720514497492902,0.8185347738014855,1.0,0.1481481481481434,0.42424242424213193,0.6071973436237968,0.8392857142857124,0.24946695095948268,0.4117647058820776,0.5821550211580171,0.7541362062331655,0.75,0.24031007751938177,0.18696492681579277,8
1303,0.0014,-0.0004,0.6807228915662754,0.6450839328537186,0.8890952059419323,1.0,0.1368760064412292,0.6666666666668963,0.027954769810641423,0.8095238095238093,0.061833688699353365,0.6764705882355104,0.01486221488285743,0.8114659484417104,0.75,0.2170542635658925,0.08768296050814374,3
